Product Name,Top Category,Category Name,Country,Brand,SKU_ARRAY,GTIN
Vicks Medicated Throat Lozenges - Ginger 24 X 97g,Food,Candies,Nigeria,Vicks Blue,"[
  ""IFJ-077""
]",''
Limpo Clean All Purpose Tiles Cleaner Lavender 12 X 1l,Toiletries,All-Purpose Cleaners,Nigeria,Limpo,"[
  ""TCS-009""
]",''
Sunlight Freshness Of Petals Yellow 5 X 2kg,Toiletries,Laundry Detergent,Nigeria,Sunlight,"[
  ""AJS-127"",
  ""SSS-127""
]",6001085126672
Molfix Pampas Size 2,Baby And Toddler,Nappies,Nigeria,Molfix,"[
  ""AJS-106"",
  ""SSS-106""
]",''
Dish Wash Lemon 1ltr X 12,Home & Garden,Dishwasher Cleaners,Nigeria,Dishwash,"[
  ""AMA-017""
]",''
Molfix Baby Pants Size 4,Baby And Toddler,Nappies,Nigeria,Molfix,"[
  ""AJS-038"",
  ""SSS-038""
]",8680531016641
Aqua Gurara Premium Table Water 15 X 60cl,Beverages,Water,Nigeria,aqua gurara,"[
  ""USW-023""
]",''
Chi Exotic Pineapple & Coconut Nectar 10 X 1l,Beverages,Juice,Nigeria,Chi Exotic,"[
  ""CLF-025"",
  ""GBE-012"",
  ""DIL-007"",
  ""DFM-001"",
  ""DTS-136"",
  ""KOV-014"",
  ""GGP-133"",
  ""SEI-004"",
  ""OBA-012"",
  ""UAM-012"",
  ""MBA-012"",
  ""ANR-012"",
  ""MYJ-012"",
  ""ADB-012"",
  ""DON-012"",
  ""FNF-012"",
  ""BZG-012"",
  ""MTD-012"",
  ""OAN-332"",
  ""CFO-012"",
  ""MSM-012"",
  ""SCO-012"",
  ""LNL-012"",
  ""LES-009"",
  ""ISE-012"",
  ""MTU-006"",
  ""FIE-012"",
  ""GTS-012"",
  ""DGL-006"",
  ""MTS-012"",
  ""NGO-057"",
  ""OKN-027"",
  ""CHG-001"",
  ""ABI-006"",
  ""GVF-006"",
  ""KWE-006"",
  ""MDN-004"",
  ""LBE-025"",
  ""PSE-012"",
  ""CGT-012"",
  ""JVS-012"",
  ""LBS-056"",
  ""JCS-028"",
  ""VVW-048"",
  ""DTD-022"",
  ""BRL-010"",
  ""FLI-014"",
  ""RGV-006"",
  ""HPR-014""
]",''
Bigi Tropical 12 X 350ml,Beverages,Fizzy Drinks,Nigeria,Bigi,"[
  ""MTD-070"",
  ""TEF-016"",
  ""DTS-147"",
  ""KOV-010"",
  ""KMS-038"",
  ""TSV-043"",
  ""OLT-017"",
  ""RZE-015"",
  ""DOS-016"",
  ""TGV-270"",
  ""IHV-100"",
  ""MTU-203"",
  ""GGP-097"",
  ""IBL-005"",
  ""OJS-073"",
  ""FSS-079"",
  ""BNE-085"",
  ""FFP-018"",
  ""AXV-018"",
  ""NAN-007"",
  ""OBZ-008"",
  ""WME-083"",
  ""MTW-083"",
  ""WSE-096"",
  ""STV-041"",
  ""AKT-137"",
  ""NNL-041"",
  ""TGV-041"",
  ""EWG-053"",
  ""BOA-064"",
  ""JCN-064"",
  ""TUC-061"",
  ""JCM-064"",
  ""AME-096"",
  ""GSV-044"",
  ""AUN-064"",
  ""FOV-064"",
  ""HPS-015"",
  ""PUM-060"",
  ""BHN-038"",
  ""FHG-018"",
  ""OBQ-015"",
  ""OEM-060"",
  ""RGR-015"",
  ""CTF-015"",
  ""LTC-015"",
  ""IZE-015"",
  ""ANC-096"",
  ""HNE-096"",
  ""BEN-015"",
  ""FAB-096"",
  ""YAB-076"",
  ""DDV-031"",
  ""IKE-015"",
  ""BBC-015"",
  ""SHN-015"",
  ""DTM-015"",
  ""DZE-015"",
  ""LKH-015"",
  ""NDG-041"",
  ""VGR-015"",
  ""ANL-033"",
  ""MDN-055"",
  ""SCE-036"",
  ""DMS-058"",
  ""TAV-058"",
  ""HIE-096"",
  ""BVS-096"",
  ""HOM-120"",
  ""USL-022"",
  ""RGV-203""
]",''
Best London Dry Gin 150 X 30ml,Beverages,Gin,Nigeria,Best,"[
  ""PGL-042"",
  ""NBL-008"",
  ""ENC-042""
]",''
Dettol Instant Cool Soap 72 X 75g,Toiletries,Bar Soap,Nigeria,Dettol,"[
  ""GCG-052"",
  ""AOC-033""
]",6295120026851
Pretty Lady Whitening Facial Cream 12 X 35ml,Toiletries,Lotions & Moisturisers,Nigeria,Pretty Lady,"[
  ""GCG-042""
]",''
Ceres 100% Sparkling Red Grape Juice 24 X 245ml,Beverages,Fruit-Flavoured Drinks,Nigeria,Ceres,"[
  ""JCB-008""
]",6001240102922
Dangote Sugar Refined Granulated White Sugar 20 X 500g,Food,Sugar & Sweeteners,Nigeria,DANGOTE SUGAR,"[
  ""OEN-116"",
  ""AGP-053"",
  ""LBV-290"",
  ""AGN-014"",
  ""HKV-182"",
  ""OAS-015"",
  ""RRV-016"",
  ""VTT-008"",
  ""CNL-002"",
  ""LKS-018"",
  ""PTV-054"",
  ""HJM-054"",
  ""NZG-009"",
  ""FDL-010"",
  ""ALV-058"",
  ""OSF-039"",
  ""FGE-291"",
  ""OGB-015"",
  ""WSE-291"",
  ""AJU-016"",
  ""IBN-058"",
  ""AME-294"",
  ""NGE-022"",
  ""AOM-052"",
  ""LBV-017"",
  ""DGO-214"",
  ""EBF-214"",
  ""ABE-059"",
  ""DFV-220"",
  ""BND-009"",
  ""TIE-059"",
  ""WTM-145""
]",''
Knorr Seasoning Cubes Beef Bulk 5 X 4g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""AIL-021"",
  ""HKV-079"",
  ""FRB-029"",
  ""PTV-131"",
  ""DGO-268"",
  ""EBF-268""
]",8712100815408
Knorr Chicken Cubes 20 X 25 X 8g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""LDM-018"",
  ""OOI-011""
]",8714100443003
Oral-B Extra Fresh Gel 32 X 175g,Toiletries,Toothpaste,Nigeria,Oral-B,"[
  ""EPS-054""
]",6920354814695
Mortein Powergard All Insect Killer 12 X 350ml,Home & Garden,Household Insect Repellents,Nigeria,Mortein,"[
  ""EPS-030""
]",9337813000467
Kellogg's Go Grains Family Cereal 100 X 45g,Food,Grain & Cereals,Nigeria,Kellogg's,"[
  ""CFO-143"",
  ""BND-021"",
  ""IGV-015"",
  ""AGM-035"",
  ""ISL-027"",
  ""UVG-018"",
  ""APS-014""
]",''
Nutzy Creamy Smooth Peanut Butter 12 X 510g,Food,Nut Butters,Nigeria,Nutzy,"[
  ""AFL-002""
]",''
2sure Pineapple Splash Hand Wash 12 X 500ml,Toiletries,Liquid Hand Soap,Nigeria,2Sure,"[
  ""ADB-069"",
  ""OGI-010"",
  ""ABE-082"",
  ""TIE-082"",
  ""FRE-014"",
  ""SQZ-018"",
  ""BAT-015""
]",''
Colgate Max Fresh Green 5 X 130g,Toiletries,Toothpaste,Nigeria,Colgate,"[
  ""CFO-046"",
  ""GCG-007"",
  ""FMS-007"",
  ""LSR-007"",
  ""UCV-007"",
  ""IGV-007"",
  ""NDK-003"",
  ""JDV-013"",
  ""SRL-002"",
  ""HPS-091"",
  ""OBQ-091"",
  ""CTF-091"",
  ""LTC-091"",
  ""IZE-091"",
  ""BEN-091"",
  ""OOO-004"",
  ""IKE-091"",
  ""BBC-091"",
  ""SHN-091"",
  ""DTM-091"",
  ""DZE-091"",
  ""LKH-091"",
  ""MGM-003"",
  ""HMC-004""
]",'036000461739'
Chuckos Milky Coconut Chin Chin 72 X 46g,Food,Appetisers & Snacks,Nigeria,Chuckos,"[
  ""SSD-018"",
  ""MMD-005""
]",''
Too Clean Classic Detergent 7 X 850g,Toiletries,Laundry Detergent,Nigeria,Too Clean,"[
  ""EBV-008""
]",''
Mangal Rice 1 X 50kg,Food,Rice,Nigeria,MANGAL Rice,"[
  ""HSF-086"",
  ""ONE-006"",
  ""AKT-046"",
  ""UGV-020"",
  ""USL-028"",
  ""BBE-078""
]",''
Julie Beauty Soap Lily Petals 72 X 60g,Toiletries,Bar Soap,Nigeria,Julie,"[
  ""HSF-059"",
  ""YBS-019"",
  ""PRI-008"",
  ""OAB-008"",
  ""BBE-053""
]",8859221800303
Fressia Perfumed Petroleum Jelly 5 X 450ml,Toiletries,Petroleum Jelly,Nigeria,Fressia,"[
  ""HSF-008"",
  ""LIE-020""
]",''
2sure Lewar Beauty Bar Skin Glow 8 X 130g,Toiletries,Bar Soap,Nigeria,2Sure,"[
  ""OGI-017"",
  ""ABE-089"",
  ""TIE-089""
]",8906009451446
2sure Original Dishwashing Liquid 24 X 250ml,Home & Garden,Household Cleaning Supplies,Nigeria,2Sure,"[
  ""OGI-006"",
  ""SBL-082"",
  ""MAP-037"",
  ""FIT-037"",
  ""MGN-004"",
  ""ABE-066"",
  ""MIS-027"",
  ""TIE-066"",
  ""FRE-003"",
  ""SQZ-007"",
  ""BAT-004""
]",''
Grandios Pap Yellow 10 X 500g,Food,Grain & Cereals,Nigeria,Grandios,"[
  ""PAH-005""
]",''
2sure Original Dishwashing Liquid 12 X 1000ml,Home & Garden,Household Cleaning Supplies,Nigeria,2Sure,"[
  ""OGI-004"",
  ""SBL-080"",
  ""MAP-035"",
  ""FIT-035"",
  ""MGN-003"",
  ""AEN-013"",
  ""ABE-064"",
  ""MIS-025"",
  ""TIE-064"",
  ""SQZ-012"",
  ""BAT-002""
]",''
Smirnoff Vodka Citrus 12 X 1l,Beverages,Vodka,Nigeria,Smirnoff,"[
  ""DAE-036""
]",""""""
Bature Brewery Black Gold Stout 24 X 330ml,Beverages,Beer,Nigeria,BATURE BREWERY,"[
  ""TNE-009"",
  ""PES-025"",
  ""AAL-048"",
  ""TEP-003"",
  ""JCS-003""
]",''
Fbb Rice 1 X 50kg,Food,Rice,Nigeria,FBB RICE,"[
  ""FBV-007"",
  ""ECE-007"",
  ""KEN-007"",
  ""GLS-007"",
  ""ONE-001"",
  ""AKT-026"",
  ""UGV-012"",
  ""TFV-012"",
  ""WTM-113""
]",''
Giovanni Ice Rose 12 X 750ml,Brand Beverages,Wine,Nigeria,GIOVANNI,"[
  ""JIE-004""
]",''
Cussons Morning Fresh Antibacterial Dishwashing Liquid 12 X 1000ml,Home & Garden,Household Cleaning Supplies,Nigeria,Cussons MORNING FRESH,"[
  ""OBV-047"",
  ""IIV-024""
]",9337089000226
Cussons Baby Oil Soft & Smooth 48 X 200ml,Toiletries,Body Oil,Nigeria,Cussons baby,"[
  ""OBV-027"",
  ""IIV-006"",
  ""GGM-006""
]",''
Cartier Calsbury Winery Premium Red Wine 6 X 75cl,Beverages,Wine,Nigeria,Cartier,"[
  ""AAL-006"",
  ""MTU-050""
]",''
Funaden Foods Pure Palm Oil 6 X 2l,Food,Cooking Oils,Nigeria,Funaden Foods,"[
  ""FFS-003""
]",''
American Honey 12 X 70cl,Beverages,Liqueurs,Nigeria,Wild Turkey,"[
  ""SGD-017"",
  ""MTU-261""
]",5060045583073
Kerrygold Full Cream 5 X 850g,Food,Canned & Powdered Milk,Nigeria,Kerrygold,"[
  ""FCU-005"",
  ""DOR-002""
]",''
Bottega Rose Gold Mini 24 X 200ml,Beverages,Wine,Nigeria,Bottega,"[
  ""BBL-033""
]",8056156405566
Wakanda Detergent 26 X 180g,Toiletries,Laundry Detergent,Nigeria,0,"[
  ""FIT-063""
]",''
Snapp Apple Flavoured  Drink  Rgb 24 X 300mlpack,Beverages,Flavoured Alcoholic Beverages,Nigeria,Snapp,"[
  ""AIS-064"",
  ""JGL-064"",
  ""FSG-064"",
  ""CFA-064"",
  ""ARN-064"",
  ""SAN-064"",
  ""MVG-064"",
  ""VIC-064"",
  ""TAS-064"",
  ""JDS-064"",
  ""ASG-064"",
  ""MCL-064""
]",''
Smirnoff Guarana 24 X 330mlcan Pack,Beverages,Flavoured Alcoholic Beverages,Nigeria,Smirnoff,"[
  ""AIS-060"",
  ""JGL-060"",
  ""FSG-060"",
  ""CFA-060"",
  ""ARN-060"",
  ""SAN-060"",
  ""MVG-060"",
  ""VIC-060"",
  ""TAS-060"",
  ""JDS-060"",
  ""ASG-060"",
  ""MCL-060""
]",9320000008438
Baygon Crawling And Flying 24 X 500ml,Home & Garden,Household Insect Repellents,Nigeria,Baygon,"[
  ""MMP-016""
]",''
Golden Penny Garri 10kg,Food,Flour,Nigeria,GOLDEN PENNY,"[
  ""YAZ-014"",
  ""YAE-014""
]",''
Lady Care Pad Yellow - 10 X 12,Toiletries,Feminine Pads & Protectors,Nigeria,Lady Care,"[
  ""ROM-053""
]",''
Egg Rich 24 X 38g,Food,Biscuits,Nigeria,Energro,"[
  ""AEM-118"",
  ""MS-118"",
  ""KGR-104""
]",''
Delfin Premium 36 X 180g,Toiletries,Bar Soap,Nigeria,DELFIN,"[
  ""MBN-069""
]",''
Knorr Chicken Powder Forti 6 × 800g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""MMN-005""
]",''
Joy Beauty Soap 16 X 70g,Toiletries,Bar Soap,Nigeria,Joy,"[
  ""FS-119""
]",8906004866247
Vivia Plus Gold 48 X 130g,Toiletries,Bar Soap,Nigeria,Viva Plus,"[
  ""FS-114""
]",''
Cowries Rice 50kg,Food,Rice,Nigeria,Cowries,"[
  ""CPC-001-50""
]",''
Blaze Body Spray 48 X 90ml,Toiletries,Perfume & Cologne,Nigeria,Blaze,"[
  ""MMP-002""
]",''
Golden Penny Pasta Spaghetti 2.5kg,Food,Pasta & Noodles,Nigeria,GOLDEN PENNY,"[
  ""TGM-012""
]",''
Smoov Chapman 12 X 35cl,Beverages,Juice,Nigeria,Smoov,"[
  ""MBN-085""
]",''
Good Mama Floral Fresh 48 X 80g,Toiletries,Laundry Detergent,Nigeria,Good Mama,"[
  ""MBN-084""
]",''
Happy - Happy  24 X 70g,Food,Cookies,Nigeria,Happy Happy,"[
  ""KGR-117""
]",''
Knorr Beef Btf 17 × (50 × 8g),Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""MMN-039""
]",8712100841981
Parle Soda Cracker 36 X 36g,Food,Appetisers & Snacks,Nigeria,Parle,"[
  ""FUV-096"",
  ""SFG-096"",
  ""AGT-118"",
  ""NIA-003"",
  ""INM-002""
]",8901719303031
Mac Max Banana Wafer 48 X 23g,Food,Biscuits,Nigeria, ,"[
  ""CCN-040""
]",''
Smirnoff Ice Triple Filtered Rgb 12 X 600ml,Brand Beverages,Flavoured Alcoholic Beverages,Nigeria,Smirnoff,"[
  ""CEO-027""
]",9300770049339
Ambos Milk Lollipop 8 X 50 X 28g,Food,Sweets & Chocolate,Nigeria,Tashibo,"[
  ""SAA-018""
]",''
Viva Plus Dishwasing Liquid Antibacterial 24 X 600ml,Home & Garden,Household Cleaning Supplies,Nigeria,Viva Plus,"[
  ""BCI-031""
]",''
Aace Foods Fried Rice Seasoning Powder 150 X 10g,Brand Food,Herbs & Spices,Nigeria,AACE Foods,"[
  ""AFP-011""
]",''
Bature Brewery Shakara 24 X 330ml,Beverages,Beer,Nigeria,BATURE BREWERY,"[
  ""JCS-006""
]",''
Apple Iphone 13 Pro Max Gold 128gb,Electronics,Mobile Phones,Nigeria,iPhone,"[
  ""MPZ-005"",
  ""GPA-015""
]",''
Apple Iphone 12 Pro Max Gold 128gb,Electronics,Mobile Phones,Nigeria,iPhone,"[
  ""MPZ-001"",
  ""GPA-011""
]",090952946693
Razzl Lemon Flavored Carbonated Soft Drink 12 X 40cl,Brand Beverages,Fizzy Drinks,Nigeria,Razzl,"[
  ""ULT-004""
]",''
Chivita Active Citrus Mixed Fruit Juice 12 X 315ml,Beverages,Juice,Nigeria,Chivita,"[
  ""DTS-088"",
  ""AGC-042"",
  ""LVE-059"",
  ""DUV-058"",
  ""DFM-023"",
  ""SEI-053"",
  ""MYJ-048"",
  ""DON-039"",
  ""MZS-130"",
  ""HLS-014"",
  ""RHL-044"",
  ""LNL-038"",
  ""LES-059"",
  ""BVC-026"",
  ""ISE-044"",
  ""LIC-041"",
  ""FIE-093"",
  ""GTS-044"",
  ""EDB-172"",
  ""MTS-098"",
  ""GPS-047"",
  ""NGO-234"",
  ""WSE-068"",
  ""STV-025"",
  ""OKN-103"",
  ""NNL-025"",
  ""TGV-025"",
  ""AME-068"",
  ""LBE-057"",
  ""HIE-068"",
  ""BVS-068"",
  ""CGT-058"",
  ""LBS-086"",
  ""JCS-060"",
  ""VVW-078"",
  ""DTD-053"",
  ""FEE-030"",
  ""FLI-166"",
  ""HPR-166""
]",4891121629311
Mamuda Kings Extra Milk Cookies 48 X 60g,Food,Cookies,Nigeria,Mamuda,"[
  ""HAS-040"",
  ""MUS-040"",
  ""AMI-020"",
  ""LBV-355"",
  ""TIE-191"",
  ""OMV-058"",
  ""BRG-022"",
  ""NGE-011"",
  ""ABE-032"",
  ""TIE-032""
]",''
Mamuda Ginger Snap Biscuits 72 X 26g,Food,Biscuits,Nigeria,Mamuda,"[
  ""HAS-024"",
  ""MUS-024"",
  ""BGS-042"",
  ""AGT-090"",
  ""LBV-347"",
  ""TIE-183"",
  ""OSF-027"",
  ""BSB-037"",
  ""OMV-050"",
  ""BRG-014"",
  ""ABE-008"",
  ""TIE-008""
]",''
Viva Plus Multipurpose Soap 24 X 170g,Home & Garden,Laundry Supplies,Nigeria,Viva Plus,"[
  ""AMX-031"",
  ""UDE-014"",
  ""MAP-054"",
  ""PAE-013"",
  ""CFO-156"",
  ""RVN-005"",
  ""LBV-212"",
  ""AAE-081"",
  ""ANN-016"",
  ""SQZ-038"",
  ""GPE-017"",
  ""ZAK-016"",
  ""STS-144"",
  ""WTM-294"",
  ""MAP-006"",
  ""FIT-006"",
  ""WSE-311"",
  ""RGL-005"",
  ""MEE-012"",
  ""MGN-001"",
  ""DEE-049"",
  ""HRV-007"",
  ""GTF-002"",
  ""WTM-185"",
  ""SGE-005""
]",''
Captain Jack Dark Rum 30 X 20cl,Beverages,Rum,Nigeria,Captain Jack,"[
  ""MAL-022"",
  ""LAM-118"",
  ""FGC-015"",
  ""DFS-012"",
  ""AAL-017"",
  ""MTU-080"",
  ""TNG-010"",
  ""RGV-080""
]",''
Yale Amore Biscuits 48 X 60g,Food,Biscuits,Nigeria,YALE,"[
  ""MAL-010"",
  ""KGN-006"",
  ""DNG-006"",
  ""BGS-009-1"",
  ""PTF-012"",
  ""BGS-009"",
  ""RAS-100"",
  ""MS-134"",
  ""KGR-133"",
  ""FSE-135"",
  ""MMG-134"",
  ""MNC-136"",
  ""PWS-006"",
  ""AMU-001"",
  ""SSD-041"",
  ""MMD-028"",
  ""TIE-101"",
  ""NGO-021"",
  ""BSB-113"",
  ""MNC-117"",
  ""JAS-113"",
  ""FRA-123"",
  ""FUV-019"",
  ""SFG-019"",
  ""CEA-020"",
  ""CCN-005"",
  ""FUB-006"",
  ""NIA-008"",
  ""RRE-009"",
  ""ABG-006"",
  ""AZY-002""
]",''
Energro Eggrich Biscuits 24 X 70g,Food,Biscuits,Nigeria,Energro,"[
  ""MAL-004"",
  ""AGT-099"",
  ""BSB-001"",
  ""CRL-004"",
  ""OKN-004"",
  ""BSB-001-1""
]",''
Nutribom Infant Cereal Rice 16 X 350g,Baby And Toddler,Baby Formula,Nigeria,Nutribom,"[
  ""KSV-005"",
  ""BEP-007""
]",7896018705069
Cowbell Chocolate Flavoured Instant Milk Drink Powder 12 X 320g,Beverages,Powdered Beverage Mixes,Nigeria,Cowbell,"[
  ""FCC-011"",
  ""EBL-014"",
  ""TSH-145"",
  ""UDE-008"",
  ""APL-019"",
  ""SOR-013"",
  ""CFO-190"",
  ""XMG-013"",
  ""AJG-013"",
  ""KKG-013"",
  ""TJS-013"",
  ""ASW-057"",
  ""BKD-008"",
  ""MOE-012"",
  ""FSL-044"",
  ""FCU-023"",
  ""BSB-134"",
  ""OAV-013"",
  ""BZS-013"",
  ""JJE-013"",
  ""STS-108"",
  ""WTM-258"",
  ""LRL-013"",
  ""INN-006"",
  ""MAN-008"",
  ""FGE-195"",
  ""WSE-195"",
  ""AME-195"",
  ""KTV-022"",
  ""CTI-038"",
  ""SOO-013"",
  ""ODS-013"",
  ""ZFG-013"",
  ""FEN-004"",
  ""ZDE-013"",
  ""RVL-022"",
  ""BVS-195"",
  ""DGO-070"",
  ""EBF-070"",
  ""IGL-070"",
  ""DFV-070"",
  ""OKG-015""
]",''
Power Pasta Spaghetti Slim 20 X 475g,Food,Pasta & Noodles,Nigeria,Power Pasta,"[
  ""LVE-085"",
  ""IFP-054"",
  ""AAB-008"",
  ""AMR-008"",
  ""MSG-008"",
  ""CFO-106"",
  ""STS-247"",
  ""LBV-185"",
  ""AAE-077"",
  ""UUT-004"",
  ""OGN-005"",
  ""AGN-004"",
  ""VCE-037"",
  ""AKT-019"",
  ""KVN-011"",
  ""BNS-007"",
  ""PTV-208"",
  ""KMV-011"",
  ""CEA-011"",
  ""MNM-011"",
  ""CBC-005"",
  ""RCB-005"",
  ""NIE-026"",
  ""HGR-007"",
  ""UGS-008"",
  ""UBS-014"",
  ""MIS-016""
]",''
Kotex Ultra Sanitary Pads Extra Long (16 X 7pcs),Toiletries,Feminine Sanitary Supplies,Nigeria,Kotex,"[
  ""LVE-105""
]",''
Ogoody Milk Tablet Candy 24 X 6g,Food,Sweets & Chocolate,Nigeria,OGOODY,"[
  ""RLG-014"",
  ""BGS-066"",
  ""MUP-013"",
  ""BSB-057""
]",6926090003191
Beta Malt 24 X 33cl,Beverages,Malt,Nigeria,Beta Malt,"[
  ""CNM-025"",
  ""GVL-014"",
  ""CNM-006"",
  ""MGS-149"",
  ""YGV-002"",
  ""MPL-002"",
  ""ENI-001"",
  ""KOV-004"",
  ""OTS-002"",
  ""VTV-002"",
  ""HOM-141"",
  ""FMV-002"",
  ""PGC-002"",
  ""MPV-002"",
  ""KAY-002"",
  ""FNF-109"",
  ""BZG-109"",
  ""MNL-048"",
  ""MJV-011"",
  ""MBG-048"",
  ""OIC-048"",
  ""OAN-429"",
  ""MZS-079"",
  ""TYN-048"",
  ""ODL-009"",
  ""DSV-033"",
  ""IHV-025"",
  ""GGP-009"",
  ""EDB-056"",
  ""MBS-007"",
  ""SEL-009"",
  ""DDD-009"",
  ""MZS-159"",
  ""ANC-008"",
  ""HNE-008"",
  ""FAB-008"",
  ""FOM-003"",
  ""SIA-001"",
  ""JIB-002"",
  ""GSE-008"",
  ""TSE-023"",
  ""HOM-141-1"",
  ""RBC-002"",
  ""MHV-002"",
  ""DDB-002"",
  ""AYA-002"",
  ""GVL-014-1"",
  ""FLI-056"",
  ""HPR-056""
]",''
Tecno Canon 19 Screen Protector,Electronics,Screen Protectors,Nigeria,Tecno,"[
  ""MAC-007""
]",''
Honewell Semolina 10 X 1kg,Food,Flour,Nigeria,HONEYWELL,"[
  ""BGR-045""
]",''
Honeywell Whole Wheat Meal 4 X 2kg,Food,Flour,Nigeria,HONEYWELL,"[
  ""BGR-040""
]",''
Bebem Baby Diapers 4 Maxi By 13,Baby And Toddler,Diapering,Nigeria,bebem,"[
  ""EXS-097""
]",''
Mr Chef Seasoning Peppersoup 6 X 30 X 8g,Food,Seasonings & Spices,Nigeria,Mr Chef,"[
  ""EXS-038"",
  ""OEN-024"",
  ""EBL-017"",
  ""AGI-018"",
  ""BAG-001"",
  ""HYG-003"",
  ""MAU-003"",
  ""PIR-032"",
  ""LBV-049"",
  ""PRV-003"",
  ""IUA-023"",
  ""MMD-099"",
  ""HOM-024"",
  ""HKV-029"",
  ""CRG-004"",
  ""RRV-003"",
  ""PIR-023"",
  ""DLS-003"",
  ""FRB-006"",
  ""PIR-002-2"",
  ""PIR-002-1"",
  ""GPS-002"",
  ""AAY-004"",
  ""SPS-002"",
  ""NAH-004"",
  ""BAE-006"",
  ""PTV-102"",
  ""AJU-003"",
  ""AGS-002"",
  ""YAV-007"",
  ""BKD-013"",
  ""BMD-004"",
  ""NML-004"",
  ""ADE-002"",
  ""PIR-002""
]",6164000697131
Maggi Chicken Flavour Seasoning Cubes 16 X 8g,Food,Seasonings & Spices,Nigeria,MAGGI,"[
  ""OLB-031"",
  ""OEN-056"",
  ""SNL-077"",
  ""TSH-114"",
  ""JIL-034"",
  ""ATO-005"",
  ""MSM-064"",
  ""LBV-092"",
  ""HOM-056"",
  ""HKV-088"",
  ""MDM-038"",
  ""FGE-168"",
  ""WSE-168"",
  ""PTV-139"",
  ""AME-168"",
  ""OPB-087"",
  ""BVS-168"",
  ""DGO-043"",
  ""EBF-043"",
  ""IGL-043"",
  ""DFV-043""
]",4891228301669
Quaker White Oats 6 X 500g,Food,Oats - Grits & Oatmeal,Nigeria,Quaker,"[
  ""DGS-018""
]",5010029202036
Fungyue For You Beef Seasoning 100 X 50g,Food,Seasonings & Spices,Nigeria,FungYue,"[
  ""EBL-024"",
  ""AGI-026"",
  ""HKV-037""
]",''
Nutribom Infant Cereal Honey & Wheat 16 X 350g,Baby And Toddler,Baby Formula,Nigeria,Nutribom,"[
  ""RRL-040""
]",787094001743
Knorr Seasoning Powder Chicken 6 X 800g,Food,Seasonings & Spices,Nigeria,Knorr,"[
  ""TSH-087"",
  ""IFJ-109"",
  ""LDM-023"",
  ""TSH-087-1""
]",6902083895024
Yale Wafer Cubes Coconut 36 X 30g,Food,Biscuits,Nigeria,YALE,"[
  ""PTF-090"",
  ""TIE-147"",
  ""NGO-194"",
  ""FUV-084"",
  ""SFG-084"",
  ""CEA-065""
]",''
Yale Oven Fresh Bread 10 X 300g,Food,Bread & Buns,Nigeria,YALE,"[
  ""KIP-029-1"",
  ""SFC-029"",
  ""KIP-029"",
  ""BGS-049"",
  ""PWS-048"",
  ""AVI-013"",
  ""AGT-008"",
  ""TIE-133"",
  ""JDV-041"",
  ""NGO-132"",
  ""BSB-044"",
  ""FUV-068"",
  ""SFG-068"",
  ""HPS-109"",
  ""OBQ-109"",
  ""CEA-052"",
  ""COG-013"",
  ""CTF-109"",
  ""LTC-109"",
  ""IZE-109"",
  ""BEN-109"",
  ""FUB-048"",
  ""IKE-109"",
  ""BBC-109"",
  ""SHN-109"",
  ""DTM-109"",
  ""DZE-109"",
  ""LKH-109"",
  ""ABG-048"",
  ""WKS-006""
]",''
Hollandia Slim Parially Skimmed Evaporated Milk 24 X 190g,Beverages,Milk,Nigeria,Hollandia,"[
  ""MBE-040""
]",''
Labrace Baby Diapers 5 Extra Large 42 X 11kg,Baby And Toddler,Diapering,Nigeria,Labrace,"[
  ""MSB-005""
]",''
Men Rexona Motionsense Sport Defence Anti-Perspirant 24 X 50ml,Toiletries,Deodorant,Nigeria,Rexona,"[
  ""EIL-031"",
  ""ADB-059"",
  ""LDM-031"",
  ""GCG-011"",
  ""FMS-011"",
  ""RHL-038"",
  ""FIE-057"",
  ""UCV-011""
]",9310088000363
Nestle Cerelac Infant Cereals With Milk  12 X 400g,Baby And Toddler,Baby Cereal,Nigeria,Cerelac,"[
  ""JIL-038""
]",''
Frutta Orange Juice 10 X 1l,Beverages,Juice,Nigeria,Frutta,"[
  ""OWO-089"",
  ""MTU-219"",
  ""GGP-116"",
  ""STV-051"",
  ""NNL-051"",
  ""TGV-051"",
  ""GVF-040"",
  ""DMS-063"",
  ""RGV-219""
]",''
Yale World Cup Biscuits 120 X 7g,Food,Biscuits,Nigeria,YALE,"[
  ""BGS-048-1"",
  ""BGS-048"",
  ""PWS-047"",
  ""AVI-012"",
  ""TIE-132"",
  ""NGO-131"",
  ""BSB-164"",
  ""CEA-051"",
  ""COG-012"",
  ""FUB-047"",
  ""NIA-012"",
  ""ABG-047""
]",''
Arla Dano Cool Cow Instant Filled Milk Powder 6 X 2kg,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""JKA-107""
]",''
Arla Dano Cool Cow Instant Filled Milk Powder  12 X 850g,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""JKA-100""
]",5740800157386
