Product Name,Top Category,Category Name,Country,Brand,SKU_ARRAY,GTIN
Mom's Pride Chicken Flavour 20 X (50 X 4g),Food,Seasonings & Spices,Nigeria,Mom's Pride,"[
  ""MBN-005""
]",''
Mini Crackers 100g X 30pcs,Food,Crackers,Nigeria,BELOXXI,"[
  ""MNC-003"",
  ""FSE-003"",
  ""IFR-003"",
  ""CHA-003"",
  ""SOV-003"",
  ""POS-003"",
  ""MGS-003"",
  ""PIS-003"",
  ""BNL-003"",
  ""CFF-003"",
  ""BGV-003"",
  ""AEM-003"",
  ""RSD-003"",
  ""MIL-003"",
  ""WL-003"",
  ""FS-003"",
  ""MS-003""
]",''
Omo Extra Fresh Hw Powder 4 × 2kg,Toiletries,Laundry Detergent,Nigeria,Omo,"[
  ""MMN-033""
]",''
Haansbro Custard Cream 30g X 48,Food,Grain & Cereals,Nigeria,HAANSBRO,"[
  ""WL-104"",
  ""FS-102""
]",9327323000759
Chi Evaporated Milk Full Cream 24 X 190g,Beverages,Milk,Nigeria,Chi,"[
  ""LEV-043"",
  ""DCL-043"",
  ""NCV-043"",
  ""MMS-043""
]",4897030510119
Sona Bites 36 X 54g,Food,Cookies,Nigeria,Sona,"[
  ""CIL-105""
]",''
Akara Beans 1 X 100kg,Food,Grain & Cereals,Nigeria,Akara Beans,"[
  ""ONE-019""
]",''
Oga Aromatic Schnapps 12 X 750ml, ,Liquor & Spirits,Nigeria,OGA,"[
  ""MTU-250""
]",''
Gran Castillo Sparkling Premium Semi Seco 6 X 750ml,Beverages,Wine,Nigeria,GRAN castillo,"[
  ""EWG-066"",
  ""BDK-005""
]",''
Ciroc Snap Frost Vodka 6 X 1l,Beverages,Vodka,Nigeria,Ciroc,"[
  ""EWG-061""
]",3604833611123
Toke Perfumed Petroleum Jelly Viatmin E 72 X 200g,Brand Toiletries,Cosmetics,Nigeria,Toke Cosmetics,"[
  ""TOK-012""
]",''
Kellogg's Moons & Stars 144 X 25g,Food,Grain & Cereals,Nigeria,Kellogg's,"[
  ""HSN-018""
]",8901499115304
Vega Libre Utiel-Requena Reserva 6 X 750ml,Beverages,Wine,Nigeria,VEGA LIBRE,"[
  ""BDK-031""
]",''
Big Cola 12 X 525ml,Beverages,Fizzy Drinks,Nigeria,Big Cola,"[
  ""BNE-032"",
  ""DTS-064"",
  ""SGL-024"",
  ""MAL-023"",
  ""AIN-033"",
  ""DES-052"",
  ""EIV-021"",
  ""GVL-070-1"",
  ""GVL-070"",
  ""TEF-008"",
  ""DFM-018"",
  ""OLT-008"",
  ""RZE-010"",
  ""DOS-008"",
  ""SBL-035"",
  ""GGP-052"",
  ""OJS-026"",
  ""FSS-026"",
  ""OTV-028"",
  ""MTS-064"",
  ""GRG-023"",
  ""NAN-010"",
  ""NGO-199"",
  ""WSE-056"",
  ""AME-056"",
  ""HIE-056"",
  ""BVS-056""
]",4872235002711
Eva Premium Table Water 12 X 750ml,Beverages,Water,Nigeria,Eva,"[
  ""BNE-036"",
  ""DTS-069"",
  ""SGL-028"",
  ""MAL-028"",
  ""NIV-010"",
  ""AIN-035"",
  ""DES-054"",
  ""CNM-026"",
  ""OAA-002"",
  ""GVL-075"",
  ""DRH-032"",
  ""GLI-032"",
  ""FFN-025"",
  ""IFP-038"",
  ""ARI-013"",
  ""BOR-012"",
  ""SEI-044"",
  ""PLT-010"",
  ""OLT-035"",
  ""OBA-047"",
  ""FNF-047"",
  ""BZG-047"",
  ""MTD-038"",
  ""OAN-367"",
  ""AAE-058"",
  ""AVI-027"",
  ""FAM-011"",
  ""IHV-047"",
  ""MTU-135"",
  ""SBL-037"",
  ""OJS-030"",
  ""FSS-030"",
  ""EDB-140"",
  ""OTV-030"",
  ""MTS-066"",
  ""ACV-015"",
  ""NGO-201"",
  ""WME-031"",
  ""MTW-031"",
  ""STV-022"",
  ""AKT-101"",
  ""DBA-024"",
  ""NNL-022"",
  ""TGV-022"",
  ""BOA-039"",
  ""JCN-039"",
  ""TUC-034"",
  ""JCM-039"",
  ""GSV-016"",
  ""AUN-039"",
  ""FOV-039"",
  ""PUM-025"",
  ""OEM-025"",
  ""COG-026"",
  ""ANC-047"",
  ""HNE-047"",
  ""FAB-047"",
  ""YAB-030"",
  ""DDV-011"",
  ""JNE-026"",
  ""NDG-021"",
  ""SCE-024"",
  ""DMS-029"",
  ""TAV-029"",
  ""GWV-011"",
  ""FLI-134"",
  ""RGV-135"",
  ""HPR-134""
]",''
Hollandia Slim Partially Skimmed Evaporated Milk 48 X 50g,Beverages,Milk,Nigeria,Hollandia,"[
  ""DTS-029"",
  ""AGC-040"",
  ""OPB-024"",
  ""FIL-042"",
  ""PIP-042"",
  ""LVE-021"",
  ""DUV-042"",
  ""SNL-035"",
  ""TSH-041"",
  ""LAM-022"",
  ""OWO-202"",
  ""RDB-048"",
  ""EJN-048"",
  ""TAV-015"",
  ""DON-037"",
  ""MSM-038"",
  ""LBV-319"",
  ""OWV-015"",
  ""LNL-037"",
  ""IHV-015"",
  ""LES-039"",
  ""BVC-024"",
  ""ISE-042"",
  ""NIV-044"",
  ""MTU-036"",
  ""FIE-042"",
  ""GTS-042"",
  ""MTS-042"",
  ""STS-037"",
  ""WTM-187"",
  ""NGO-087"",
  ""STP-005"",
  ""WSE-030"",
  ""SIE-048"",
  ""NKE-048"",
  ""FIS-048"",
  ""OKN-057"",
  ""AME-030"",
  ""JOV-030"",
  ""DMS-015"",
  ""LBE-055"",
  ""HIE-030"",
  ""BVS-030"",
  ""PSE-042"",
  ""DGO-231"",
  ""EBF-231"",
  ""GWS-015"",
  ""LBS-084"",
  ""JCS-058"",
  ""VVW-076"",
  ""DTD-051"",
  ""FLI-044"",
  ""RGV-036"",
  ""HPR-044""
]",''
Hollandia Yoghurt Strawberry 12 X 315ml,Food,Yoghurt,Nigeria,Hollandia,"[
  ""DTS-010"",
  ""AGC-020"",
  ""FIL-019"",
  ""PIP-019"",
  ""LVE-036"",
  ""DUV-019"",
  ""EXS-019"",
  ""SNL-024"",
  ""TSH-020"",
  ""MBE-022"",
  ""LAM-044"",
  ""OWO-179"",
  ""EJN-019"",
  ""RDB-019"",
  ""HOM-135"",
  ""SEI-010"",
  ""TSV-006"",
  ""MYJ-019"",
  ""DON-019"",
  ""MSM-019"",
  ""MZS-055"",
  ""OWV-006"",
  ""RHL-008"",
  ""LNL-019"",
  ""IHV-006"",
  ""LES-016"",
  ""BVC-006"",
  ""ISE-019"",
  ""NIV-035"",
  ""MTU-013"",
  ""FIE-019"",
  ""GTS-019"",
  ""EDB-021"",
  ""DGL-013"",
  ""MTS-019"",
  ""NGO-064"",
  ""WSE-010"",
  ""SIE-019"",
  ""NKE-019"",
  ""FIS-019"",
  ""MZS-008"",
  ""OKN-034"",
  ""AME-010"",
  ""JOV-016"",
  ""DEE-016"",
  ""MDN-009"",
  ""DMS-006"",
  ""LBE-032"",
  ""TAV-006"",
  ""HIE-010"",
  ""BVS-010"",
  ""PSE-019"",
  ""DGO-222"",
  ""EBF-222"",
  ""GWS-006"",
  ""CGT-019"",
  ""JVS-019"",
  ""LBS-063"",
  ""JCS-035"",
  ""VVW-055"",
  ""DTD-029"",
  ""FEE-010"",
  ""FLI-021"",
  ""RGV-013"",
  ""HPR-021""
]",4891320469262
Rose Calara Tissue Paper 22 X 10g,Home & Garden,Toilet Paper,Nigeria,Rose Carla,"[
  ""AMX-026""
]",''
Power Oil Pure Vegetable Oil 8 X 1.4l,Food,Cooking Oils,Nigeria,Power Oil,"[
  ""OPB-055"",
  ""DUV-056"",
  ""NEA-034"",
  ""MAV-010"",
  ""CLL-004"",
  ""AIL-028"",
  ""CFO-085"",
  ""UAS-034"",
  ""TBM-034"",
  ""THA-003"",
  ""IVL-011"",
  ""STS-229"",
  ""AAE-066"",
  ""MGV-019"",
  ""ISL-010"",
  ""OBI-008"",
  ""DGR-052"",
  ""DNL-004"",
  ""CNL-045"",
  ""PTV-023"",
  ""HJM-023"",
  ""IFS-013"",
  ""SRL-011"",
  ""STP-020"",
  ""HDC-010"",
  ""AKT-016"",
  ""WIK-003"",
  ""NKM-013"",
  ""KMV-006"",
  ""CEA-006"",
  ""MNM-006"",
  ""EST-008"",
  ""NIE-024"",
  ""HSN-008"",
  ""APS-004"",
  ""DGO-087"",
  ""EBF-087"",
  ""POE-006"",
  ""DFV-087"",
  ""WTM-060"",
  ""JCL-018""
]",''
Halal Vedan Super Seasoning 25 X 2g,Food,Seasonings & Spices,Nigeria,VEDAN,"[
  ""OPB-029"",
  ""OEN-054"",
  ""PTF-068"",
  ""BGS-143"",
  ""BGS-095"",
  ""AGM-054"",
  ""HOM-054"",
  ""BGS-143-2"",
  ""BGS-143-1"",
  ""HKV-085"",
  ""FSL-037"",
  ""BSB-056""
]",6935114303500
Arla Dano Cool Cow Instant Filled Milk Powder 5 X 350g,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""FCC-002"",
  ""CFO-053"",
  ""PIL-001"",
  ""AUE-003"",
  ""CNL-004"",
  ""STS-048"",
  ""WTM-198"",
  ""IOM-004"",
  ""SLV-003"",
  ""WTM-015""
]",5711953030164
Lily Pad Maxi Comfort Sanitary Pads (16 X 7pcs),Toiletries,Feminine Sanitary Supplies,Nigeria,Lily Pad,"[
  ""MLV-022"",
  ""SFM-026"",
  ""KSM-003"",
  ""NEM-026"",
  ""WVE-026"",
  ""BRG-037"",
  ""BEP-025"",
  ""ZAM-026""
]",''
Haansbro Noreos Wafer Stix 48 X 15g,Food,Biscuits,Nigeria,HAANSBRO,"[
  ""OGE-026"",
  ""PTF-063"",
  ""BGS-123"",
  ""BGS-041"",
  ""BSB-050""
]",''
Complan Original Flavour 5 X 450g,Food,Canned & Powdered Milk,Nigeria,Complan,"[
  ""OIL-001""
]",50139670
Cway Nutri Soya Milk 12 X 40cl,Beverages,Milk,Nigeria,CWAY,"[
  ""AIN-060"",
  ""DES-069"",
  ""DUV-053"",
  ""TDV-039"",
  ""IKF-020"",
  ""IHV-081"",
  ""SBL-062"",
  ""BOA-051"",
  ""JCN-051"",
  ""JCM-051"",
  ""AUN-051"",
  ""FOV-051"",
  ""CTI-050"",
  ""FUN-026"",
  ""SPW-028""
]",8984000111254
Nestlé Golden Morn Maize And Soya Protein 10 X 400g,Food,Grain & Cereals,Nigeria,Golden Morn,"[
  ""LVE-088""
]",04810017970778
Digirich Sleek Flash Drive 8gb,Electronics,USB Flash Drives,Nigeria,Digirich,"[
  ""MAC-023""
]",
Indomie Instant Noodles Chicken Flavor Hungry Man Size 24 X 210g,Food,Pasta & Noodles,Nigeria,Indomie,"[
  ""EIV-014""
]",''
Oudi Natural Spray 12 X 50ml,Toiletries,Bar Soap,Nigeria,Oudi,"[
  ""DAS-062""
]",''
Dr. Davey Vitamin E Oil Whitening Lotion 12 X 400ml,Toiletries,Lotions & Moisturisers,Nigeria,Dr Davey,"[
  ""DAS-039""
]",''
Chivita Orange 10 X 1l,Beverages,Juice,Nigeria,Chivita,"[
  ""DTS-002"",
  ""AGC-009"",
  ""OPB-009"",
  ""FIL-008"",
  ""LVE-106"",
  ""PIP-008"",
  ""DES-002"",
  ""DUV-008"",
  ""TSH-009"",
  ""MBE-011"",
  ""OWO-168"",
  ""EJN-008"",
  ""RDB-008"",
  ""GBE-008"",
  ""DIL-003"",
  ""OBA-008"",
  ""UAM-008"",
  ""AGT-037"",
  ""MBA-008"",
  ""ANR-008"",
  ""MYJ-008"",
  ""ADB-008"",
  ""DON-008"",
  ""FNF-008"",
  ""BZG-008"",
  ""MTD-008"",
  ""OAN-328"",
  ""CFO-008"",
  ""MSM-008"",
  ""MZS-047"",
  ""HLS-001"",
  ""SCO-008"",
  ""RHL-002"",
  ""LNL-008"",
  ""TGV-283"",
  ""HPR-010"",
  ""LES-005"",
  ""ISE-008"",
  ""MTU-002"",
  ""FIE-008"",
  ""GTS-008"",
  ""EDB-010"",
  ""DGL-002"",
  ""MTS-008"",
  ""NGO-053"",
  ""WSE-002"",
  ""SIE-008"",
  ""NKE-008"",
  ""FIS-008"",
  ""OKN-023"",
  ""EWG-002"",
  ""TUC-003"",
  ""AME-002"",
  ""PUM-002"",
  ""OEM-002"",
  ""ABI-002"",
  ""JOV-008"",
  ""AGA-002"",
  ""GVF-002"",
  ""KWE-002"",
  ""DEE-008"",
  ""LBE-021"",
  ""HIE-002"",
  ""BVS-002"",
  ""PSE-008"",
  ""CGT-008"",
  ""JVS-008"",
  ""LBS-052"",
  ""JCS-024"",
  ""VVW-044"",
  ""DTD-018"",
  ""BRL-006"",
  ""FEE-002"",
  ""FLI-010"",
  ""RGV-002""
]",5900497055470
Whippy Real Mayonnaise 12 X 910g,Food,Mayonnaise,Nigeria,Whippy,"[
  ""UCE-008"",
  ""LBV-161"",
  ""MGV-009"",
  ""JBY-002"",
  ""OSF-001"",
  ""DML-002"",
  ""JNL-002""
]",''
Eva Soap Moringa 48 X 150g,Toiletries,Bar Soap,Nigeria,Eva,"[
  ""RRL-053"",
  ""ESV-015"",
  ""NGV-015""
]",748287100022
Honewell Semolina 4 X 2kg,Food,Flour,Nigeria,HONEYWELL,"[
  ""BGR-044""
]",''
Cowbell Chocolate Flavoured Instant Milk Drink Powder 250 X 23g,Beverages,Powdered Beverage Mixes,Nigeria,Cowbell,"[
  ""EBL-051"",
  ""TSH-097"",
  ""UDE-003"",
  ""SOR-008"",
  ""CFO-176"",
  ""MMD-140"",
  ""XMG-008"",
  ""AJG-008"",
  ""KKG-008"",
  ""TJS-008"",
  ""ASW-052"",
  ""FSL-032"",
  ""FCU-061"",
  ""BSB-021"",
  ""OAV-008"",
  ""BZS-008"",
  ""JJE-008"",
  ""STS-067"",
  ""WTM-217"",
  ""LRL-008"",
  ""INN-005"",
  ""KIC-009"",
  ""KTV-016"",
  ""SOO-008"",
  ""ODS-008"",
  ""ZFG-008"",
  ""RVL-016"",
  ""TGE-016""
]",8991002100751
Oral Powder Sports Coffee Flavour 10 X 10mg,Toiletries,Medicines & Drugs,Nigeria,Oral Powder,"[
  ""BAS-051""
]",''
Samsung Charger Usb Type C,Electronics,Mobile Phone Accessories,Nigeria,Samsung,"[
  ""MAC-011""
]",''
Dano Full Cream Milk Powder 6 X 2kg,Food,Canned & Powdered Milk,Nigeria,Dano,"[
  ""EXS-041"",
  ""TSH-046"",
  ""IFJ-015""
]",5740207202187
Sweetco Pop Up Orange And Cream Candy 20 X 4g,Food,Sweets & Chocolate,Nigeria,Sweetco,"[
  ""BGS-174"",
  ""TGR-013"",
  ""TIE-219"",
  ""BSB-139"",
  ""DMS-026""
]",''
Dabur Herbal Cavity Protection 50 X 120g,Toiletries,Toothpaste,Nigeria,Dabur,"[
  ""MSB-033"",
  ""GCG-016"",
  ""STS-217"",
  ""FMS-016"",
  ""UCV-016""
]",''
Labrace Baby Diapers 3 Small 96 X 4kg,Baby And Toddler,Diapering,Nigeria,Labrace,"[
  ""MSB-008""
]",''
Hollandia Full Cream Evaporated Milk 24 X 120g,Food,Dairy Products,Nigeria,Hollandia,"[
  ""OWO-209""
]",8908008539405
Malta Guiness Non Alcoholic Malt Drink 24 X 33cl,Beverages,Malt,Nigeria,Malta Guinness,"[
  ""OWO-079""
]",''
Peak 456 Years Growing Up Milk Pouch 12 X 360g,Food,Canned & Powdered Milk,Nigeria,Peak,"[
  ""OWO-021""
]",4892235001577
Mary Kay Full Coverage Foundation 48 X 125q,Toiletries,Foundations & Concealers,Nigeria,Mary,"[
  ""SDF-018"",
  ""SDF-018-1""
]",
Sunlight Multi Purpose Washing Liquid - Lemon 12 X 1ltr,Home & Garden,Household Cleaning Supplies,Nigeria,Sunlight,"[
  ""IFJ-088""
]",6001085113450
Molped Maxi Thik Pads,Toiletries,Feminine Pads & Protectors,Nigeria,molped,"[
  ""AJS-045"",
  ""SSS-045""
]",''
Nescafe 3 In 1 - 45 X (8 X 25g),Beverages,Coffee,Nigeria,Nescafe,"[
  ""AJS-016"",
  ""SSS-016""
]",7622300737400
Dechaab Lady's Pad Small 16 X 245mm,Toiletries,Feminine Pads & Protectors,Nigeria,Dechaab,"[
  ""AGE-015""
]",''
Labrace Baby Diapers 2 Small 105 X 3kg,Baby And Toddler,Diapering,Nigeria,Labrace,"[
  ""MSB-007""
]",''
Eva Forever Complexion Care Soap 48 X 150g,Toiletries,Bar Soap,Nigeria,Eva,"[
  ""EIL-076"",
  ""ESV-001"",
  ""NGV-001"",
  ""GPE-006"",
  ""GTF-039""
]",''
Oxford Brand Sweetened Cabin Biscuits 12 X 42g,Food,Biscuits,Nigeria,OXFORD,"[
  ""MGS-138"",
  ""SSD-095"",
  ""MMD-085"",
  ""TGN-033"",
  ""DHT-014"",
  ""WNE-015"",
  ""WFI-002"",
  ""CVE-004""
]",''
Amstel Malta Malt Drink Can 24 X 33cl,Beverages,Malt,Nigeria,AMSTEL MALTA,"[
  ""YGV-001"",
  ""MPL-001"",
  ""TDV-002"",
  ""CLF-047"",
  ""GLI-002"",
  ""JMB-082"",
  ""KOV-002"",
  ""OTS-001"",
  ""VTV-001"",
  ""MGC-078"",
  ""MVN-002"",
  ""OLT-002"",
  ""ANB-001"",
  ""OBA-017"",
  ""TSE-001"",
  ""FMV-001"",
  ""PGC-001"",
  ""MPV-001"",
  ""KAY-001"",
  ""FNF-017"",
  ""BZG-017"",
  ""MNL-001"",
  ""MBG-001"",
  ""OIC-001"",
  ""OAN-337"",
  ""MZS-076"",
  ""TYN-001"",
  ""HLS-002"",
  ""PCE-001"",
  ""DSV-001"",
  ""BKL-001"",
  ""FFP-009"",
  ""AXV-002"",
  ""NDV-003"",
  ""BPL-017"",
  ""GPS-034"",
  ""GKN-002"",
  ""MBS-005"",
  ""KDS-013"",
  ""NGO-110"",
  ""POC-001"",
  ""MZS-013"",
  ""DCE-001"",
  ""MZS-158"",
  ""FHG-009"",
  ""NNB-009"",
  ""VEN-001"",
  ""ANC-006"",
  ""HNE-006"",
  ""PHL-001"",
  ""FAB-006"",
  ""FOM-002"",
  ""DAE-061"",
  ""DOG-009"",
  ""CEM-009"",
  ""NAH-019-1"",
  ""NAH-019"",
  ""RRI-001"",
  ""FSG-129"",
  ""SCE-009"",
  ""RBC-001"",
  ""MHV-001"",
  ""DDB-001"",
  ""AYA-001"",
  ""CDE-009"",
  ""VVW-133"",
  ""BRL-021"",
  ""AMO-001""
]",8712000055797
Fitsun Green Peas 12 X 538g,Brand Food,Peas,Nigeria,Fitsun Foods,"[
  ""FCL-003""
]",''
Bigi Cola 12 X 350ml,Beverages,Fizzy Drinks,Nigeria,Bigi,"[
  ""AWR-016"",
  ""MTD-067"",
  ""RVS-049"",
  ""TEF-013"",
  ""DFM-036"",
  ""DTS-145"",
  ""KOV-006"",
  ""JMB-048"",
  ""KMS-036"",
  ""SEI-061"",
  ""TSV-041"",
  ""OLT-015"",
  ""RZE-001"",
  ""DOS-013"",
  ""TGV-267"",
  ""IHV-097"",
  ""MTU-200"",
  ""GGP-094"",
  ""IBL-003"",
  ""OJS-070"",
  ""FSS-076"",
  ""BNE-082"",
  ""FFP-016"",
  ""AXV-012"",
  ""NAN-005"",
  ""OBZ-006"",
  ""WME-080"",
  ""MTW-080"",
  ""WSE-093"",
  ""STV-038"",
  ""AKT-134"",
  ""MGC-049"",
  ""NNL-038"",
  ""TGV-038"",
  ""EWG-050"",
  ""BOA-061"",
  ""JCN-061"",
  ""TUC-058"",
  ""JCM-061"",
  ""AME-093"",
  ""GSV-041"",
  ""AUN-061"",
  ""FOV-061"",
  ""HPS-010"",
  ""PUM-057"",
  ""BHN-036"",
  ""FHG-016"",
  ""OBQ-010"",
  ""OEM-057"",
  ""RGR-010"",
  ""ABI-033"",
  ""CTF-010"",
  ""LTC-010"",
  ""IZE-010"",
  ""GVF-035"",
  ""ANC-093"",
  ""KWE-033"",
  ""HNE-093"",
  ""BEN-010"",
  ""FAB-093"",
  ""YAB-073"",
  ""DDV-028"",
  ""MOA-034"",
  ""IKE-010"",
  ""BBC-010"",
  ""SHN-010"",
  ""DTM-010"",
  ""DZE-010"",
  ""LKH-010"",
  ""NDG-038"",
  ""VGR-010"",
  ""ANL-030"",
  ""MDN-052"",
  ""SCE-033"",
  ""SPW-033"",
  ""DRH-012"",
  ""DMS-055"",
  ""TAV-055"",
  ""HIE-093"",
  ""BVS-093"",
  ""HOM-117"",
  ""RGV-200""
]",''
Mr Chef Refined And Iodized Salt 40 X 500g,Food,Salt,Nigeria,Mr Chef,"[
  ""OSF-067"",
  ""OAS-022"",
  ""AAM-008"",
  ""OEN-174"",
  ""MAU-010"",
  ""IVL-018"",
  ""PIR-038"",
  ""LBV-187"",
  ""PRV-010"",
  ""IUA-040"",
  ""CGS-001"",
  ""BSG-027"",
  ""RRV-009"",
  ""PIR-029"",
  ""DLS-009"",
  ""FDL-024"",
  ""OSF-022"",
  ""OTV-049"",
  ""DGR-019"",
  ""HCW-001"",
  ""PGN-002"",
  ""AJU-009"",
  ""BSH-009"",
  ""LBV-002""
]",''
Good Mama Lemon 50 X 80g,Toiletries,Laundry Detergent,Nigeria,Good Mama,"[
  ""MAP-067"",
  ""BAV-007"",
  ""RGL-020"",
  ""CCN-028"",
  ""BAK-015"",
  ""DEE-073"",
  ""BRG-047"",
  ""HRV-023"",
  ""RRE-042"",
  ""BEP-018"",
  ""DGA-016""
]",''
Chelsea London Dry Gin 24 X 20cl,Beverages,Gin,Nigeria,CHELSEA,"[
  ""PGL-025"",
  ""JWE-024"",
  ""ETS-014"",
  ""LMB-015"",
  ""ONT-065"",
  ""DBB-006"",
  ""OKE-026"",
  ""RMH-026"",
  ""AIM-021"",
  ""CHG-006"",
  ""TRK-014"",
  ""ENC-025"",
  ""SGN-015""
]",5060089722672
De Chomps Custard Powder 3in1 12 X 500g,Brand Manufacturers,Grain & Cereals,Nigeria,De Chomps,"[
  ""CHN-002""
]",''
Energro Eggrich Biscuits 48 X 38g,Food,Biscuits,Nigeria,Energro,"[
  ""GKK-008"",
  ""OKN-072"",
  ""ABE-012"",
  ""TIE-012""
]",''
Winner Pure Soya Oil 6 X 3l,Food,Cooking Oils,Nigeria,WINNER,"[
  ""NEA-056"",
  ""CGS-006"",
  ""UAS-056"",
  ""TBM-056"",
  ""IFS-041""
]",''
Terra Jollof 33 X 30 X 4g,Food,Herbs & Spices,Nigeria,Terra,"[
  ""AAM-035"",
  ""HYG-018"",
  ""MAU-024"",
  ""AGP-051"",
  ""LBV-283"",
  ""IMG-016"",
  ""PRV-024"",
  ""FSL-085"",
  ""AKV-009"",
  ""DLS-022"",
  ""PTV-047"",
  ""STS-161"",
  ""WTM-311"",
  ""HJM-047"",
  ""ECN-015"",
  ""WTM-138""
]",''
Viju Mr Beans Soy Milk 10 X 1l,Beverages,Fruit-Flavoured Drinks,Nigeria,Viju,"[
  ""MDS-026"",
  ""FUN-039""
]",''
Ginny Non Dairy Creamer 200 X 12g,Food,Canned & Powdered Milk,Nigeria,Ginny,"[
  ""AMU-009""
]",''
Gino Max Beef 8 X 70g,Food,Seasonings & Spices,Nigeria,Gino,"[
  ""OEN-125"",
  ""CFO-140"",
  ""LBV-270"",
  ""HKV-159"",
  ""FGE-267"",
  ""WSE-267"",
  ""PTV-251"",
  ""AME-269"",
  ""BVS-269"",
  ""DGO-170"",
  ""EBF-170"",
  ""IGL-141"",
  ""DFV-176"",
  ""WTM-131""
]",''
Tomato Aroso Rice 1 X 50kg,Food,Rice,Nigeria,Tomato Aroso,"[
  ""SDA-019"",
  ""MFI-019"",
  ""UGV-021"",
  ""USL-029""
]",''
Magik Multi Purpose Detergent Powder 50 X 80g,Toiletries,Laundry Detergent,Nigeria,Magik,"[
  ""FIT-072""
]",''
Mama Joy Universal Detergent Solution 7 X 850g,Toiletries,Laundry Detergent,Nigeria,Mama Joy,"[
  ""RVN-016"",
  ""AGS-035"",
  ""NGE-028"",
  ""DGA-012""
]",''
Kisskids Super Jumbo Pant Maxi 4 9-14kg (1 X 66pcs),Baby And Toddler,Nappies,Nigeria,Kisskids,"[
  ""TEI-010""
]",''
Kwik Lemon Active Detergent Powder 13 X 350g,Toiletries,Laundry Detergent,Nigeria,KWIK,"[
  ""NDM-011""
]",''
"Boomsky Smoothies Orange, Pineapple And Mango 20 X 500ml",Beverages,Fruit-Flavoured Drinks,Nigeria,Boomsky Smoothies,"[
  ""BSS-009"",
  ""DMS-073""
]",''
Delfin Quality Soap Green 15 X 640g,Home & Garden,Laundry Supplies,Nigeria,DELFIN,"[
  ""YBS-010""
]",''
Laziz Custard Powder 4 X 1kg,Food,Sugar & Sweeteners,Nigeria,Laziz,"[
  ""MNE-003""
]",6291022181734
Menestrello Lambrusco Rose 6 X 750ml,Beverages,Wine,Nigeria,Menestrello,"[
  ""BBL-038""
]",6930620129631
Viju Chocolate Flavoured Milk Drink 12 X 500ml,Beverages,Beverages,Nigeria,Viju,"[
  ""DTS-127""
]",''
Julie Beauty Soap Fresh Moisturizer 72 X 60g,Brand Toiletries,Personal Care,Nigeria,Julie,"[
  ""SIL-017""
]",8908002104003
Bottega Stardust White 6 X 750ml,Beverages,Wine,Nigeria,Bottega,"[
  ""BBL-011""
]",''
Philips Led Stick  Bulb Cool Daylight 6.5w X 24,Home & Garden,LED Light Bulbs,Nigeria,Philips,"[
  ""EGR-005""
]",''
Peak 1-2-3 Milk 12 X 360g,Baby And Toddler,Baby Formula,Nigeria,Peak,"[
  ""JJS-060""
]",4899907063761
Room Fresh Lavender 12 X 750ml,Home & Garden,Household Cleaning Supplies,Nigeria,Room Fresh,"[
  ""JJS-034""
]",''
Orijin Beer Can 24 X 330ml,Beverages,Beer,Nigeria,Orijin,"[
  ""AIS-031"",
  ""JGL-031"",
  ""FSG-031"",
  ""CFA-031"",
  ""ARN-031"",
  ""SAN-031"",
  ""MVG-031"",
  ""VIC-031"",
  ""TAS-031"",
  ""JDS-031"",
  ""ASG-031"",
  ""MCL-031""
]",''
Ciroc Snapp Frost Vodka 6 X 1l Pack,Beverages,Vodka,Nigeria,Ciroc,"[
  ""AIS-075"",
  ""JGL-075"",
  ""FSG-075"",
  ""CFA-075"",
  ""ARN-075"",
  ""SAN-075"",
  ""MVG-075"",
  ""VIC-075"",
  ""TAS-075"",
  ""JDS-075"",
  ""ASG-075"",
  ""MCL-075""
]",''
Canoe Extra Care Laundry Bar 48 X 130g,Home & Garden,Laundry Supplies,Nigeria,Canoe,"[
  ""JJS-001""
]",''
Bebem Jumbo Economy  Size 3 - 3 X 90pcs,Baby And Toddler,Nappies,Nigeria,bebem,"[
  ""BGC-022""
]",8690536809318
Golden Penny Spread 6 X 250g,Food,Butter & Margarine,Nigeria,GOLDEN PENNY,"[
  ""YAZ-012"",
  ""YAE-012""
]",8908000121964
Exotic Pinacolada 24 X 125ml,Beverages,Juice,Nigeria,Exotic,"[
  ""DCL-030""
]",''
Nestle Waferchoc 96 X 27g,Food,Biscuits,Nigeria,Purelife,"[
  ""AEM-100"",
  ""MS-100""
]",''
Cream Crackers 21g X 72pcs,Food,Crackers,Nigeria,BELOXXI,"[
  ""ASN-005"",
  ""MNC-005"",
  ""FSE-005"",
  ""IFR-005"",
  ""CHA-005"",
  ""POS-005"",
  ""SOV-005"",
  ""MEV-005"",
  ""JKA-005"",
  ""PIS-005"",
  ""EJG-005"",
  ""BNL-005"",
  ""MVE-005"",
  ""CFF-005"",
  ""BGV-005"",
  ""AEM-005"",
  ""RSD-005"",
  ""KGR-005"",
  ""MIL-005"",
  ""WL-005"",
  ""FS-005"",
  ""MS-005"",
  ""CHM-005""
]",''
Pure Blies Milk Cookies 72 X 65g,Food,Biscuits,Nigeria,Pure Bliss,"[
  ""MBN-117""
]",8718114863766
Wellness 100g X10pcs,Beverages,Tea & Infusions,Nigeria,Friska,"[
  ""FRS-004""
]",''
